DriverId,raceName,raceAddress,Stint_Compound_1,Stint_Laps_1,Stint_Compound_2,Stint_Laps_2,Stint_Compound_3,Stint_Laps_3,Stint_Compound_4,Stint_Laps_4,Stint_Compound_5,Stint_Laps_5,Stint_Compound_6,Stint_Laps_6,positionStart,positionFinish,raceLength,raceTurns,raceLaps,raceCondition,Year
Max Verstappen,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,6,Medium,24,Soft,4,,,,,,,15,DNF,5.412 km,15,57,Dry,2015
Carlos Sainz,Bahrain Grand Prix,"Gate 255, Gulf of Bahrain Avenue Umm Jidar, Sakhir? 1062, Bahrain",Soft,11,Medium,18,,,,,,,,,9,DNF,5.412 km,15,57,Dry,2015
hamilton,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,14,Soft,19,Medium,23,,,,,,,1,1,5.451 km,16,56,Dry,2015
rosberg,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,15,Soft,16,Medium,25,,,,,,,2,2,5.451 km,16,56,Dry,2015
vettel,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,13,Soft,17,Medium,26,,,,,,,3,3,5.451 km,16,56,Dry,2015
Kimi Raikkonen,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,15,Soft,19,Medium,22,,,,,,,6,4,5.451 km,16,56,Dry,2015
massa,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,13,Medium,21,Medium,22,,,,,,,4,5,5.451 km,16,56,Dry,2015
bottas,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,14,Medium,21,Medium,21,,,,,,,5,6,5.451 km,16,56,Dry,2015
grosjean,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,12,Medium,20,Medium,24,,,,,,,8,7,5.451 km,16,56,Dry,2015
Felipe Nasr,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,10,Medium,21,Medium,25,,,,,,,9,8,5.451 km,16,56,Dry,2015
ricciardo,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,14,Soft,22,Medium,20,,,,,,,7,9,5.451 km,16,56,Dry,2015
ericsson,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,14,Soft,16,Medium,25,,,,,,,10,10,5.451 km,16,56,Dry,2015
Sergio Perez,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,11,Soft,15,Soft,15,Medium,14,,,,,15,11,5.451 km,16,56,Dry,2015
alonso,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,12,Medium,23,Soft,20,,,,,,,18,12,5.451 km,16,56,Dry,2015
button,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,14,Soft,18,Medium,23,,,,,,,17,13,5.451 km,16,56,Dry,2015
Carlos Sainz,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Medium,19,Soft,20,Soft,16,,,,,,,14,14,5.451 km,16,56,Dry,2015
Will Stevens,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,16,Medium,22,Soft,16,,,,,,,19,15,5.451 km,16,56,Dry,2015
Roberto Merhi,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,17,Medium,23,Soft,14,,,,,,,20,16,5.451 km,16,56,Dry,2015
Max Verstappen,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,12,Medium,20,Medium,20,,,,,,,13,17,5.451 km,16,56,Dry,2015
maldonado,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,11,Medium,22,Medium,16,,,,,,,11,DNF,5.451 km,16,56,Dry,2015
kvyat,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Medium,15,,,,,,,,,,,12,DNF,5.451 km,16,56,Dry,2015
Nico Hulkenberg,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,9,,,,,,,,,,,16,DNF,5.451 km,16,56,Dry,2015
rosberg,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,15,Medium,30,Hard,21,,,,,,,1,1,4.655 km,16,66,Dry,2015
hamilton,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,13,Medium,19,Hard,19,Medium,15,,,,,2,2,4.655 km,16,66,Dry,2015
vettel,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,14,Medium,26,Hard,26,,,,,,,3,3,4.655 km,16,66,Dry,2015
bottas,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,15,Medium,27,Hard,24,,,,,,,4,4,4.655 km,16,66,Dry,2015
Kimi Raikkonen,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,17,Hard,24,Medium,25,,,,,,,7,5,4.655 km,16,66,Dry,2015
massa,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,14,Medium,18,Hard,15,Medium,19,,,,,9,6,4.655 km,16,66,Dry,2015
ricciardo,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,13,Medium,29,Hard,23,,,,,,,10,7,4.655 km,16,66,Dry,2015
grosjean,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,15,Medium,25,Hard,25,,,,,,,11,8,4.655 km,16,66,Dry,2015
Carlos Sainz,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,14,Hard,28,Medium,23,,,,,,,5,9,4.655 km,16,66,Dry,2015
kvyat,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,11,Medium,27,Hard,27,,,,,,,8,10,4.655 km,16,66,Dry,2015
Max Verstappen,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,13,Hard,24,Hard,28,,,,,,,6,11,4.655 km,16,66,Dry,2015
Felipe Nasr,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,12,Medium,27,Hard,26,,,,,,,15,12,4.655 km,16,66,Dry,2015
Sergio Perez,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,19,Hard,17,Medium,29,,,,,,,18,13,4.655 km,16,66,Dry,2015
ericsson,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,18,Medium,27,Hard,20,,,,,,,16,14,4.655 km,16,66,Dry,2015
Nico Hulkenberg,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,10,Medium,16,Medium,23,Hard,16,,,,,17,15,4.655 km,16,66,Dry,2015
button,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,11,Hard,16,Medium,17,Medium,21,,,,,14,16,4.655 km,16,66,Dry,2015
Will Stevens,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,16,Medium,16,Hard,15,Medium,16,,,,,19,17,4.655 km,16,66,Dry,2015
Roberto Merhi,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,17,Medium,13,Hard,19,Medium,13,,,,,20,18,4.655 km,16,66,Dry,2015
maldonado,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,14,Medium,1,Medium,28,Hard,2,,,,,12,DNF,4.655 km,16,66,Dry,2015
alonso,Spanish Grand Prix,"Carrer Mas Moreneta, s/n, 08160, Barcelona, Spain",Medium,21,Hard,5,,,,,,,,,13,DNF,4.655 km,16,66,Dry,2015
rosberg,Monaco Grand Prix,"11 Bd Albert 1er, 98000 Monaco",Super soft,37,Soft,41,,,,,,,,,2,1,3.340 km,19,78,Dry,2015
vettel,Monaco Grand Prix,"12 Bd Albert 1er, 98000 Monaco",Super soft,36,Soft,42,,,,,,,,,3,2,3.340 km,19,78,Dry,2015
hamilton,Monaco Grand Prix,"13 Bd Albert 1er, 98000 Monaco",Super soft,38,Soft,27,Super soft,13,,,,,,,1,3,3.340 km,19,78,Dry,2015
kvyat,Monaco Grand Prix,"14 Bd Albert 1er, 98000 Monaco",Super soft,28,Soft,50,,,,,,,,,5,4,3.340 km,19,78,Dry,2015
ricciardo,Monaco Grand Prix,"15 Bd Albert 1er, 98000 Monaco",Super soft,36,Soft,29,Super soft,13,,,,,,,4,5,3.340 km,19,78,Dry,2015
Kimi Raikkonen,Monaco Grand Prix,"16 Bd Albert 1er, 98000 Monaco",Super soft,37,Soft,41,,,,,,,,,6,6,3.340 km,19,78,Dry,2015
Sergio Perez,Monaco Grand Prix,"17 Bd Albert 1er, 98000 Monaco",Super soft,36,Soft,28,Super soft,14,,,,,,,7,7,3.340 km,19,78,Dry,2015
button,Monaco Grand Prix,"18 Bd Albert 1er, 98000 Monaco",Super soft,35,Soft,29,Super soft,14,,,,,,,10,8,3.340 km,19,78,Dry,2015
Felipe Nasr,Monaco Grand Prix,"19 Bd Albert 1er, 98000 Monaco",Super soft,18,Soft,46,Super soft,14,,,,,,,14,9,3.340 km,19,78,Dry,2015
Carlos Sainz,Monaco Grand Prix,"20 Bd Albert 1er, 98000 Monaco",Super soft,12,Soft,66,,,,,,,,,PIT,10,3.340 km,19,78,Dry,2015
Nico Hulkenberg,Monaco Grand Prix,"21 Bd Albert 1er, 98000 Monaco",Soft,1,Super soft,30,Soft,47,,,,,,,11,11,3.340 km,19,78,Dry,2015
grosjean,Monaco Grand Prix,"22 Bd Albert 1er, 98000 Monaco",Super soft,17,Soft,61,,,,,,,,,15,12,3.340 km,19,78,Dry,2015
ericsson,Monaco Grand Prix,"23 Bd Albert 1er, 98000 Monaco",Super soft,14,Soft,24,Super soft,31,Super soft,9,,,,,17,13,3.340 km,19,78,Dry,2015
bottas,Monaco Grand Prix,"24 Bd Albert 1er, 98000 Monaco",Soft,14,Super soft,42,Super soft,22,,,,,,,16,14,3.340 km,19,78,Dry,2015
massa,Monaco Grand Prix,"25 Bd Albert 1er, 98000 Monaco",Super soft,1,Soft,38,Super soft,23,Super soft,15,,,,,12,15,3.340 km,19,78,Dry,2015
Roberto Merhi,Monaco Grand Prix,"26 Bd Albert 1er, 98000 Monaco",Soft,35,Super soft,41,,,,,,,,,19,16,3.340 km,19,78,Dry,2015
Will Stevens,Monaco Grand Prix,"27 Bd Albert 1er, 98000 Monaco",Soft,33,Super soft,43,,,,,,,,,18,17,3.340 km,19,78,Dry,2015
Max Verstappen,Monaco Grand Prix,"28 Bd Albert 1er, 98000 Monaco",Super soft,29,Soft,17,Super soft,16,,,,,,,9,DNF,3.340 km,19,78,Dry,2015
alonso,Monaco Grand Prix,"29 Bd Albert 1er, 98000 Monaco",Soft,32,Super soft,9,,,,,,,,,13,DNF,3.340 km,19,78,Dry,2015
maldonado,Monaco Grand Prix,"30 Bd Albert 1er, 98000 Monaco",Super soft,5,,,,,,,,,,,8,DNF,3.340 km,19,78,Dry,2015
hamilton,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,29,Soft,41,,,,,,,,,1,1,4.361 km,13,70,Dry,2015
rosberg,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,30,Soft,40,,,,,,,,,2,2,4.361 km,13,70,Dry,2015
bottas,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,28,Soft,42,,,,,,,,,4,3,4.361 km,13,70,Dry,2015
Kimi Raikkonen,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,26,Soft,14,Super soft,30,,,,,,,3,4,4.361 km,13,70,Dry,2015
vettel,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,7,Soft,28,Soft,35,,,,,,,18,5,4.361 km,13,70,Dry,2015
massa,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,37,Super soft,33,,,,,,,,,15,6,4.361 km,13,70,Dry,2015
maldonado,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,17,Soft,53,,,,,,,,,6,7,4.361 km,13,70,Dry,2015
Nico Hulkenberg,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,28,Soft,41,,,,,,,,,7,8,4.361 km,13,70,Dry,2015
kvyat,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,27,Soft,42,,,,,,,,,8,9,4.361 km,13,70,Dry,2015
grosjean,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,27,Soft,22,Soft,20,,,,,,,5,10,4.361 km,13,70,Dry,2015
Sergio Perez,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,24,Soft,45,,,,,,,,,10,11,4.361 km,13,70,Dry,2015
Carlos Sainz,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,27,Soft,42,,,,,,,,,11,12,4.361 km,13,70,Dry,2015
ricciardo,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,23,Soft,46,,,,,,,,,9,13,4.361 km,13,70,Dry,2015
ericsson,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,28,Soft,41,,,,,,,,,12,14,4.361 km,13,70,Dry,2015
Max Verstappen,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,39,Super soft,30,,,,,,,,,19,15,4.361 km,13,70,Dry,2015
Felipe Nasr,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,26,Soft,42,,,,,,,,,14,16,4.361 km,13,70,Dry,2015
Will Stevens,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,34,Super soft,13,Super soft,19,,,,,,,17,17,4.361 km,13,70,Dry,2015
Roberto Merhi,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,35,Super soft,22,,,,,,,,,16,DNF,4.361 km,13,70,Dry,2015
button,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,44,Super soft,10,,,,,,,,,20,DNF,4.361 km,13,70,Dry,2015
alonso,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,31,Soft,13,,,,,,,,,13,DNF,4.361 km,13,70,Dry,2015
rosberg,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,33,Soft,38,,,,,,,,,2,1,4.326 km,10,71,Dry,2015
hamilton,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,35,Soft,36,,,,,,,,,1,2,4.326 km,10,71,Dry,2015
massa,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,34,Soft,37,,,,,,,,,4,3,4.326 km,10,71,Dry,2015
vettel,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,36,Soft,35,,,,,,,,,3,4,4.326 km,10,71,Dry,2015
bottas,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,26,Soft,45,,,,,,,,,6,5,4.326 km,10,71,Dry,2015
Nico Hulkenberg,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,25,Soft,46,,,,,,,,,5,6,4.326 km,10,71,Dry,2015
maldonado,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Soft,37,Super soft,33,,,,,,,,,10,7,4.326 km,10,71,Dry,2015
Max Verstappen,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,26,Soft,44,,,,,,,,,7,8,4.326 km,10,71,Dry,2015
Sergio Perez,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Soft,38,Super soft,32,,,,,,,,,13,9,4.326 km,10,71,Dry,2015
ricciardo,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Soft,50,Super soft,20,,,,,,,,,18,10,4.326 km,10,71,Dry,2015
Felipe Nasr,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,24,Soft,46,,,,,,,,,8,11,4.326 km,10,71,Dry,2015
kvyat,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,1,Soft,44,Super soft,25,,,,,,,15,12,4.326 km,10,71,Dry,2015
ericsson,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,2,Soft,43,Soft,24,,,,,,,11,13,4.326 km,10,71,Dry,2015
Roberto Merhi,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,34,Soft,34,,,,,,,,,16,14,4.326 km,10,71,Dry,2015
grosjean,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,23,Soft,12,,,,,,,,,9,DNF,4.326 km,10,71,Dry,2015
Carlos Sainz,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,25,Soft,10,,,,,,,,,12,DNF,4.326 km,10,71,Dry,2015
button,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,3,Soft,3,Soft,2,,,,,,,20,DNF,4.326 km,10,71,Dry,2015
Will Stevens,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,1,,,,,,,,,,,17,DNF,4.326 km,10,71,Dry,2015
hamilton,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,19,Hard,24,Intermediate,9,,,,,,,1,1,5.891 km,18,67,Mix,2015
rosberg,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,20,Hard,24,Intermediate,8,,,,,,,2,2,5.891 km,18,67,Mix,2015
vettel,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,14,Hard,29,Intermediate,9,,,,,,,6,3,5.891 km,18,67,Mix,2015
massa,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,20,Hard,24,Intermediate,8,,,,,,,3,4,5.891 km,18,67,Mix,2015
bottas,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,21,Hard,23,Intermediate,8,,,,,,,4,5,5.891 km,18,67,Mix,2015
kvyat,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,18,Hard,26,Intermediate,8,,,,,,,7,6,5.891 km,18,67,Mix,2015
Nico Hulkenberg,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,19,Hard,25,Intermediate,8,,,,,,,9,7,5.891 km,18,67,Mix,2015
Kimi Raikkonen,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,13,Hard,25,Intermediate,9,Intermediate,4,,,,,5,8,5.891 km,18,67,Mix,2015
Sergio Perez,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,20,Hard,24,Intermediate,7,,,,,,,11,9,5.891 km,18,67,Mix,2015
alonso,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,1,Hard,16,Medium,20,Intermediate,14,,,,,17,10,5.891 km,18,67,Mix,2015
ericsson,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,23,Hard,14,Intermediate,4,Medium,1,Intermediate,9,,,15,11,5.891 km,18,67,Mix,2015
Roberto Merhi,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,36,Intermediate,8,Intermediate,5,,,,,,,20,12,5.891 km,18,67,Mix,2015
Will Stevens,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,36,Intermediate,9,Intermediate,4,,,,,,,19,13,5.891 km,18,67,Mix,2015
Carlos Sainz,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,12,Hard,19,,,,,,,,,8,DNF,5.891 km,18,67,Mix,2015
ricciardo,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,11,Hard,9,Hard,1,,,,,,,10,DNF,5.891 km,18,67,Mix,2015
Max Verstappen,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Hard,3,,,,,,,,,,,13,DNF,5.891 km,18,67,Mix,2015
vettel,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,21,Soft,22,Medium,26,,,,,,,3,1,4.381 km,14,70,Dry,2015
kvyat,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,13,Medium,20,Soft,36,,,,,,,7,2,4.381 km,14,70,Dry,2015
ricciardo,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,21,Medium,21,Soft,22,Soft,5,,,,,4,3,4.381 km,14,70,Dry,2015
Max Verstappen,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,14,Soft,23,Medium,9,Soft,23,,,,,9,4,4.381 km,14,70,Dry,2015
alonso,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,15,Soft,21,Medium,7,Soft,26,,,,,15,5,4.381 km,14,70,Dry,2015
hamilton,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,19,Soft,23,Medium,9,Soft,18,,,,,1,6,4.381 km,14,70,Dry,2015
grosjean,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,14,Soft,20,Medium,8,Soft,27,,,,,10,7,4.381 km,14,70,Dry,2015
rosberg,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,20,Medium,22,Medium,22,Soft,5,,,,,2,8,4.381 km,14,70,Dry,2015
button,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,14,Soft,21,Medium,34,,,,,,,16,9,4.381 km,14,70,Dry,2015
ericsson,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,16,Soft,17,Medium,8,Soft,28,,,,,17,10,4.381 km,14,70,Dry,2015
Felipe Nasr,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,14,Soft,18,Medium,10,Soft,27,,,,,18,11,4.381 km,14,70,Dry,2015
massa,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,14,Medium,15,Soft,25,Soft,15,,,,,8,12,4.381 km,14,70,Dry,2015
bottas,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,13,Soft,25,Medium,11,Soft,20,,,,,6,13,4.381 km,14,70,Dry,2015
maldonado,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Medium,25,Soft,16,Soft,28,,,,,,,14,14,4.381 km,14,70,Dry,2015
Roberto Merhi,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,6,Soft,24,Medium,37,,,,,,,19,15,4.381 km,14,70,Dry,2015
Will Stevens,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,26,Soft,15,Medium,24,,,,,,,20,16,4.381 km,14,70,Dry,2015
Carlos Sainz,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,15,Soft,21,Medium,24,,,,,,,12,DNF,4.381 km,14,70,Dry,2015
Kimi Raikkonen,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,22,Soft,21,Medium,9,Soft,3,,,,,5,DNF,4.381 km,14,70,Dry,2015
Sergio Perez,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,16,Soft,14,Medium,11,Soft,12,,,,,13,DNF,4.381 km,14,70,Dry,2015
Nico Hulkenberg,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,15,Soft,21,Medium,5,,,,,,,11,DNF,4.381 km,14,70,Dry,2015
hamilton,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,13,Medium,17,Soft,13,,,,,,,1,1,7.004 km,20,53,Dry,2015
rosberg,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,12,Medium,19,Soft,12,,,,,,,2,2,7.004 km,20,53,Dry,2015
grosjean,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,9,Soft,12,Medium,22,,,,,,,9,3,7.004 km,20,53,Dry,2015
kvyat,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,9,Medium,18,Soft,16,,,,,,,12,4,7.004 km,20,53,Dry,2015
Sergio Perez,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,8,Soft,12,Medium,23,,,,,,,4,5,7.004 km,20,53,Dry,2015
massa,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,9,Medium,12,Medium,22,,,,,,,6,6,7.004 km,20,53,Dry,2015
Kimi Raikkonen,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,11,Soft,10,Medium,22,,,,,,,16,7,7.004 km,20,53,Dry,2015
Max Verstappen,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,9,Soft,12,Medium,11,Soft,11,,,,,18,8,7.004 km,20,53,Dry,2015
bottas,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,8,Soft,13,Medium,22,,,,,,,3,9,7.004 km,20,53,Dry,2015
ericsson,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,9,Medium,19,Soft,15,,,,,,,13,10,7.004 km,20,53,Dry,2015
Felipe Nasr,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Medium,10,Soft,17,Soft,16,,,,,,,14,11,7.004 km,20,53,Dry,2015
vettel,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,14,Medium,28,,,,,,,,,8,12,7.004 km,20,53,Dry,2015
alonso,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Medium,8,Soft,12,Soft,12,Soft,10,,,,,20,13,7.004 km,20,53,Dry,2015
